Source	Target
Foreman's Terminal	감독관의 단말기
Foremost among them is the Ashta. They're quick, strong, clever and damn good hunters.	그 중에 제일 위험한 게 아쉬타예요. 빠르고, 강하고, 영리한 데다 아주 뛰어난 사냥꾼이죠.
Forest Wisp	도깨비불 나무
Forever Among Stars	영원히 별들 사이에서
Forgery	위조
Forget about finding the Artifact. I want to walk on the Moon!	유물을 찾는 건 잠깐 제쳐놓자고. 달 위를 걷고 싶어!
Forget about it.	잊어버리세요.
Forget about me. How are you?	내 얘긴 됐고, 넌 어때?
Forget about Percival Walker, all right? I can't help you.	퍼시벌 워커 일은 잊어 버려. 알겠어? 난 도와줄 수 없어.
Forget about the Starborn. The Unity is the central issue here.	스타본은 잊어 버려. 정말 중요한 것은 바로 유니티야.
Forget about us... That Starborn bastard is after the Artifacts. You can't let him take them.	우린 괜찮아... 스타본 놈이 노리는 건 유물이다. 절대 넘겨서는 안 돼.
Forget how to speak, love?	말하는 법을 잊어버렸어? 얘야?
Forget I asked.	물어본 건 잊어버려.
Forget I said anything.	제가 했던 말은 잊으세요.
Forget Infinity LTD. We have enough problems now as it is. We don't need theirs, too.	인피니티 리미티드는 잊어버려요. 우리에겐 이미 문제가 충분해요. 그 사람들 것까지는 필요 없어요.
Forget it, my mistake.	잊어버려, 내 실수야.
Forget it, this is a waste of time.	됐어, 이건 시간 낭비야.
Forget it.	됐어요.
Forget it. I don't need your help.	됐어. 당신 도움 따위 필요 없어요.
Forget it. I refuse to have a repeat of last year's fiasco where the name leaked early and started a common brawl.	안돼요. 작년에 수상자 이름이 유출되어 난투극이 벌어졌던 실수를 되풀이하고 싶지 않다고요.
Forget it. I'll just take the shipment to someone else.	됐어. 화물은 그냥 다른 사람에게 맡기겠어.
Forget it. Just get away from me.	됐어. 나한테서 물러나.
Forget it. No way it's worth pissing one of them off. I'll figure it out on my own damn time.	됐어, 우리 대장들 빡치게 만들 일은 아니니까. 이 문제는 내가 직접 해결하고 말 테다.
Forget it. Sorry to have pried into your personal business.	잊으시죠. 사적인 일까지 캐물어서 죄송합니다.
Forget Neon, this is where the real party's at.	네온은 잊어. 여기가 진정한 파티라고.
Forget Razma. You're better off on your own anyway.	라즈마는 잊어버려. 어차피 혼자 있는 게 더 나아.
Forget something?	뭔가 잃어버리셨나요?
Forget something? Now let's get this over with...	뭘 잊어버렸나? 이제 끝내자고...
Forget SysDef, we have the Legacy now.	성계 방위군은 잊으시죠. 우리에겐 유산이 있지 않습니까?
Forget that. Last time I complained to Naeva, I ended up with a broken arm.	됐어. 지난 번에 네이바에게 불평했을 땐, 팔이 부러졌다니까.
Forget the neuroamp. You can make huge advancements in Grav Drives, terraforming, you name it.	뉴로앰프는 잊어버려요. 중력 구동기나, 행성 최적화 기술에서도 엄청난 발전을 이룰 수 있다고요.
Forget the past - focus on what you have right now.	과거는 잊어 버려, 지금의 현실에 집중할 때야.
Forget this!	아, 몰라!
Forget this. We got better stuff to do.	됐어. 이것보다 다른 할 일이 있으니까.
Forgetful or hungry?	깜빡하셨나요, 아니면 배고프신가요?
Forgive me for not starting our conversation that way. I've been... a bit distracted of late.	처음부터 그렇게 대화를 시작하지 못한 점 용서하십시오. 제가... 요즘 약간 정신이 없었습니다.
Forgive me for pulling you aside again, but, well... there's so much to process right now.	또 방해해서 미안해. 다만... 정말... 정리하고 생각해야 할 게 너무 많아서...
Forgive me if I do not follow along quite the same path.	미안하지만 너랑 똑같은 방법으로 가는 건 못 하겠어.
Forgive me if I do not understand our current course.	현재 코스를 파악하지 못하더라도 이해해 줘.
Forgive me if I don't believe you.	믿어 주시지 않는다고 해도 이해합니다.
Forgive me if I don't take you at your word.	당신 말을 못 믿어도 이해해 주길 바랄게.
Forgive me if I don't take you at your word... since you've been lying to me from the very beginning.	네 말을 안 믿어 줘도 용서해 주길 바랄게... 넌 처음부터 나한테 거짓말을 하던 거잖아.
Forgive me if I keep a knife at the ready while we are here.	미안하지만, 여기 있는 동안은 항상 칼을 준비해 둘게.
Forgive me, but I cannot perform the Herald's arts without compensation.	미안하지만, 보상 없이는 전령의 의술을 행할 수 없습니다.
Forgive me, but I prefer silence.	미안하지만, 난 조용한 게 좋아.
Forgive me, Great Serpent. I have lost your offering.	용서하소서, 위대한 뱀이시여. 당신께 바칠 제물을 놓쳤습니다.
Forgive me, I am tired today.	미안, 오늘은 좀 피곤해서.
Forgive me, I may have spoke too callously.	미안하군, 내가 너무 냉담하게 굴었어.
Forgive me, Lieutenant, but that was careless and pretty stupid.	대위님에겐 죄송하지만, 진짜 부주의하고 어리석은 짓을 했군요.
Forgive me, sometimes I forget that I have to fraternize with people below my intellect.	용서해 주게. 난 가끔 나보다 지적 능력이 낮은 상대들에게 맞춰 주는 것을 잊어버릴 때가 있거든.
Forgive me. I didn't realize we were entertaining guests.	미안해. 손님 접대하는 상황인 줄 몰랐네.
Forgive me. I have not been sleeping well, and it clouds my mood.	미안해요. 잠을 제대로 못 자서 기분이 안 좋거든요.
Forgive me. We don't want any trouble.	죄송하지만, 문젯거리는 피하고 싶네요.
Forgive me... I've failed...	용서하소서... 제가 실패했습니다...
Forgive my brother. He has been forgetting his manners of late.	오라버니를 용서해 주세요. 요즘 예의범절을 잊고 살거든요.
Forgive the debt and let her go. It's for the best.	빚을 탕감해 주고 재닛 씨를 보내주세요. 그게 최선의 방법이에요.
Forgive Tobias, he only does what he is made to do.	토비아스를 용서해 주세요. 토비아스는 프로그래밍된 대로 행동할 뿐이에요.
Forgive us, Matteo. We... have a bit more history than you might realize.	용서하거라, 마테오. 우리는... 네 생각보다 역사가 좀 더 길거든.
Forgiveness for a sworn enemy is treason.	불구대천의 적을 용서하는 건 반역입니다.
Forgiveness will help you move past your feelings of betrayal.	용서하면 배신감을 떨쳐버리는 데 도움이 될 거예요.
Forgiveness? *chuckle* You are full of surprises...	용서라고? *킥킥 웃음* 정말 놀라운 녀석이구먼...
Forgot about your hunting background. Not much use here on this damn rock, that's for sure...	네가 사냥꾼이었단 걸 잊고 있었네. 이 바윗덩어리 땅에선 별 쓸모없는 경력인 건 확실하지.
Forgot how much I missed your sarcasm while I was worrying you were dead. Let's go...	네가 죽었는지 살았는지 걱정할 땐 몰랐는데, 빈정거리는 네가 참 그리웠지. 자, 가자...
Forgot something?	뭐 잊은 거라도?
Forgot to check the math on a few equations. The brain's long con. Forgetfulness.	방정식 계산 몇 개를 확인한다는 걸 깜빡했어. 뇌가 장난질을 친 거지. 건망증 말이야.
Forgot to do the laundry, huh?	세탁하는 거 잊은 거야?
Forgot what you were going to say, huh?	하실 말씀을 잊으셨나 보네요. 그렇죠?
Forgotten Mech Graveyard	잊힌 메크 폐기장
Forgotten Military Base	잊힌 군사 기지
Forgotten our sacrifice. Forgotten how we were betrayed.	우리의 희생도 잊었고, 우리가 어떻게 배신당했는지도 잊어버렸지.
Forgotten? You asked me to commit culinary treason. That is not a thing you easily forget.	까먹었다고? 내가 요리를 모독했다는 건가? 그런 건 쉽게 잊을 수 있는 게 아니야.
Fork	포크
Forlorn Vortex Phantom	허망한 볼텍스 유령
Form a shield of pure cosmic light that can weaken and even reflect enemy projectiles.	순수한 우주의 빛으로 보호막을 만들어 적의 발사체를 약화시키거나 튕겨낼 수 있습니다.
Formal Complaint	정식 항의
Formal Slack Suit	슬랙스 정장
Formed by prisoners turned pirates, the Crimson Fleet has been terrorizing space for over eighty years.	해적이 된 죄수들이 창설한 크림슨 함대는 80년이 넘는 세월 동안 우주를 위협하고 있습니다.
Former Crimson Fleet. An "old jack-a-bones" would be the term for it, back in my day.	전에 크림슨 함대에 있었거든. 예전에는 '빡대가리' 같은 표현도 썼었어.
Former Fan	과거의 팬
Forming a hypothesis... hmm.	가설을 세워보면... 흠.
Forms	양식
Fortified Encampment	요새화된 야영지
Fortify	강화
Fortify Agility	민첩성 강화
Fortify Boostpack Drain Initial	부스터 팩 소모량 초기값 강화
Fortify Boostpack Drain Sustained	부스터 팩 소모량 지속값 강화
Fortify Boostpack Falling Thrust Mult	부스터 팩 낙하 추력 배율 강화
Fortify Boostpack High Gravity Dampening Mult	부스터 팩 고중력 완화 배율 강화
Fortify Boostpack Horizontal Drag Coefficient	부스터 팩 수평 항력 계수 강화
Fortify Boostpack Horizontal Input Trigger	부스터 팩 수평 입력 트리거 강화
Fortify Boostpack Horizontal Percentage	부스터 팩 수평 백분율 강화
Fortify Boostpack Horizontal Velocity Trigger	부스터 팩 수평 속도 트리거 강화
Fortify Boostpack Hover Drain Sustained	부스터 팩 호버링 소모량 지속값 강화
Fortify Boostpack Low Gravity Dampening Mult	부스터 팩 저중력 완화 배율 강화
Fortify Boostpack Min Fuel Required	부스터 팩 요구 최소 연료량 강화
Fortify Boostpack Thrust Initial	부스터 팩 추력 초기값 강화
Fortify Boostpack Thrust Only On Takeoff	부스터 팩 이륙 추력 강화
Fortify Boostpack Thrust Sustained	부스터 팩 추력 지속값 강화
Fortify Boostpack Time To Sustained	부스터 팩 지속 시간 강화
Fortify Carry Weight	운반 중량 강화
Fortify CO2 Recovery Rate	이산화탄소 회수율 강화
Fortify Damage	피해 강화
Fortify Damage Resist	피해 저항 강화
Fortify EM Resist	전자기 저항 강화
Fortify EM Weapon power	전자기 무기 위력 강화
Fortify Energy Damage Resist	에너지 피해 저항 강화
Fortify Energy Damage Resistance	에너지 피해 저항 강화
Fortify Energy Resist	에너지 저항 강화
Fortify Energy Weapon Damage	에너지 무기 피해 강화
Fortify Grav Jump Calc	중력 도약 연산 강화
Fortify Grav Jump Distance Per Fuel	중력 도약 연비 강화
Fortify Grav Jump Max Distance	중력 도약 최대 거리 강화
Fortify Grav Jump Thrust	중력 도약 추력 강화
Fortify Health	체력 강화
Fortify Health (Hidden)	체력 강화 (숨겨짐)
Fortify Health - Terrormorph	체력 강화 - 테러모프
Fortify Jump Height	도약 높이 강화
Fortify Melee Damage	근접 피해 강화
Fortify Movement Speed	이동 속도 강화
Fortify O2	산소량 강화
Fortify O2 Cost	산소 소모 효율 강화
Fortify O2 Recovery Rate	산소 회복률 강화
Fortify Oxygen	산소 강화
Fortify Persuasion	설득 강화
Fortify Physical Damage Resistance	물리 저항 강화
Fortify Power Recovery Rate	파워 회복률 강화
Fortify Quantum Essence Effect	양자 정수 강화 효과
Fortify Quantum Essence Spell	양자 정수 강화 주문
Fortify Radiation Resist	방사능 저항 강화
Fortify Ranged Damage	원거리 피해 강화
Fortify Repair Rate	수리 속도 빨라짐 강화
Fortify Shield Health	보호막 내구도 강화
Fortify Starborn Power Recovery Rate	스타본 파워 재사용 시간 회복 강화
Fortify XP Bonus	경험치 보너스 강화
Fortress A1 Shield Generator	포트리스 A1 보호막 생성기
Fortress A2 Shield Generator	포트리스 A2 보호막 생성기
Fortress A3 Shield Generator	포트리스 A3 보호막 생성기
Fortuna	포르투나
Fortunately any cargo he had was jettisoned in the fight, understood?	다행히도 샘은 전투 중에 자기 짐을 전부 버린 상태였어, 알겠지?
Fortunately for me, I'm not just a civilian.	다행히도, 저는 민간인이 아니죠.
Fortunately for us, all of the passenger cabin doors will automatically unlock.	우리에겐 다행스럽게도, 봉쇄 상태일 때 객실 문은 전부 다 열리게 돼.
Fortunately for us, the damned things are broken like 98% of the time.	다행히도 저 망할 것들은 98%는 고장 나 있지.
Fortunately for you, I'm in a generous mood.	운 좋은 줄 알아요. 지금 제 기분이 좋으니까.
Fortunately the break-in occurred during a routine security upgrade so the violence was contained.	다행히도 정기적인 보안 업그레이드 중에 침입이 발생해 더 큰 피해는 발생하지 않았습니다.
Fortunately, mainly it's the videos. Around when she was 7 she could already see the cracks in my knowledge.	다행히도 거의 동영상으로 해결하고 있는데, 내 딸은 7살 무렵에 이미 내 지식의 한계를 알아챈 것 같아.
Fortunately, the multiverse is full of them. After a while, you won't get so attached.	다행히도 다중우주엔 그런 것이 가득하지. 조금 있으면 별 신경 안 쓰일 거다.
Fortunately, the UC realizes that the cost of the goods pales in comparison to the cost of human lives.	그나마 다행인 건, 식민지 연합은 사람 목숨에 비해 물자 비용 정도는 사소하다고 생각한다는 걸세.
Fortunately, there is a procedure you can go through that can correct it.	다행히도, 그런 증상을 고칠 수 있는 수술이 있어요.
Fortunately, you've provided just enough information for me to convince the Council that this program should continue.	다행히 자네가 내게 준 정보 덕분에 의회를 설득해서 이 프로그램을 지속할 수 있었네.
Fortunately, your actions allowed the Ragana to reach New Homestead with its cargo intact.	다행스럽게도, 자네의 행동 덕분에 라가나는 뉴홈스테드로 멀쩡히 화물을 운반할 수 있었다네.
Fortune's Glory	행운의 영광
Forty credits to fix this suit... you gotta be kidding me. What a rip off...	이 슈트 고치는데 40크레딧을 달라니... 장난하나, 완전 바가지네.
Forty-three combat missions? That's impressive.	43번의 전투 임무? 대단하네요.
Forward Base 441	전진 기지 441
Forward or detour?	직진할래? 돌아서 갈래?
Forward Outpost	전진 전초기지
Forward! Forward!	앞으로! 앞으로!
Forward! Reclaim the Citadel! Restore the true faith!	전진! 성채를 탈환하자! 진짜 신앙을 되찾자!
Forward! The Citadel is ours!	전진! 성채는 우리 것이다!
Foucault	푸코
Foucault I	푸코 I
Foucault I-a	푸코 I-a
Foucault I-b	푸코 I-b
Foucault II	푸코 II
Foucault II-a	푸코 II-a
Foucault II-b	푸코 II-b
Foucault III	푸코 III
Foucault III-a	푸코 III-a
Foucault III-b	푸코 III-b
Foucault IV	푸코 IV
Foucault V	푸코 V
Foucault V-a	푸코 V-a
Foucault V-b	푸코 V-b
Foucault V-c	푸코 V-c
Foucault V-d	푸코 V-d
Foucault VI	푸코 VI
Foucault VI-a	푸코 VI-a
Foucault VI-b	푸코 VI-b
Foucault VI-c	푸코 VI-c
Foucault VI-d	푸코 VI-d
Foucault VI-e	푸코 VI-e
Foucault VII	푸코 VII
Foucault VII-a	푸코 VII-a
Foucault VII-b	푸코 VII-b
Foucault VII-c	푸코 VII-c
Foucault VII-d	푸코 VII-d
Foucault VII-e	푸코 VII-e
Foucault VIII	푸코 VIII
Foucault VIII-a	푸코 VIII-a
Fought tooth and nail as aliens rampaged in the streets of my home and others all throughout the Collective.	제 고향과 자유항성 공동체 전역의 도시에서 외계생물들이 날뛸 때 이를 악물고 싸웠죠.
Foul Vortex Horror	역겨운 볼텍스 호러
Foul Vortex Horrorling	역겨운 볼텍스 호러링
Found 'em!	찾았다!
Found 'em, boss!	찾았어. 대장!
Found 'em, Cap!	찾았어, 선장!
Found a cave filled with a hallucinogenic bacteria once... you know, Vasco is a very good nurse.	한번은 환각성 박테리아가 가득한 동굴을 찾았었는데... 바스코가 정말 잘 돌봐 줬어.
Found a good use for a butter knife. Dull, but surprisingly effective.	버터 나이프의 좋은 용도를 그때 알아냈어. 날카롭지는 않지만, 놀라울 정도로 효과적이었지.
Found a place like this with Ervin long ago. Romantic as it was, he couldn't keep his eyes off the plants.	오래전에 어빈이랑 같이 이런 곳을 찾았어. 로맨틱하긴 했는데, 어빈 눈은 식물에만 꽂혀 있더라고.
Found a tooth.	이빨 찾았어요.
Found any new books? Please, please?	새로운 책을 찾았나요? 꼭이요, 네?
Found me a target.	녀석을 찾았다.
Found one!	하나 찾았어!
Found some evidence about Evgeny Rokov.	예브게니 로코프에 대한 증거물을 입수했습니다.
Found some goodies over here.	여기 괜찮은 걸 발견했어.
Found the Spacer nest! What did I win? Junk!	스페이서 소굴을 찾았어! 뭐가 있을까? 쓰레기겠지!
Found the treasure.	보물을 찾았다.
Found them!	놈들 찾았어!
Found them, Captain!	찾았어. 선장!
Found those smugglers yet?	그 밀수꾼들 찾았어?
Found you!	찾았다!
Found you, traitor!	잡았다, 배신자 놈!
Found you.	찾았다.
Found your quarry, I hope.	목표물을 찾았길 바랄게요.
Foundry Index	주조소 지표
Foundry Terminal	주조소 단말기
Foundry Terminals	주조소 단말기
Four outta ten, tops. This place is just sad.	10점 만점에 4점, 그것도 후하게 준 것이옵니다. 이곳은 그저 서글픈 곳이옵니다.
Four Wall Hab	사각형 거주 격실
Four Wall Hab - Crafting	사각형 거주 격실 - 제작
Four Wall Hab - Double	사각형 거주 격실 - 2층
Four years later, and here I am, booked into the hottest club in the Settled Systems. Pretty crazy.	4년 후인 지금, 개척 성계에서 가장 핫한 클럽에서 공연하고 있어요. 정말 미친 일이죠.
Four. Definitely four, then.	네 번. 그럼 확실히 네 번이네.
Four. You always forget that cargo freighter with the explosives.	네 번이에요. 당신은 항상 그 폭발물 실은 화물선 일을 잊어버리죠.
Foxbat	박쥐여우
Fracking Control Center	시추 통제 센터
Fracking Site	시추 현장
Fracking Station	시추 기지
Fracking with subterranean particle detonations? What's that?	지하에서 입자 폭발로 파쇄를 한다고요? 그게 뭐죠?
Fractured Limb	사지 골절
Fractured Limb (Acute)	사지 골절 (급성)
Fractured Limb (Severe)	사지 골절 (중증)
Fractured Limb Chance	사지 골절 발생률
Fractured Skull	두개골 골절
Fractured Skull (Acute)	두개골 골절 (급성)
Fractured Skull (Severe)	두개골 골절 (중증)
Fractured Skull Chance	두개골 골절 발생률
Fractured Volcanic Vents	파열된 화산 분출구
Frag Grenade	세열 수류탄
Frag out!	수류탄이다!
Fragmentation Grenade	세열 수류탄
Fragmentation Mine	파편 지뢰
Frail	병약
Framed for what?	무슨 모함을 당했단 거지?
Framing? I don't recall arts and crafts being in my job description.	무명 씌우기요? 제 업무 내용에 직물 공예가 포함되어 있는 줄은 몰랐는데요.
Fran Lawson	프랜 로슨
Fran Lopez	프랜 로페즈
Fran Ramos	프랜 라모스
Fran the Old Dog	늙은 개 프랜
Francesca Bianchi	프란체스카 비앙키
Francesca Giordano	프란체스카 지오다노
Francesca Padilla	프란체스카 파딜라
Franchesca Moore	프란체스카 무어
Frank	프랭크
Frank Langston	프랭크 랭스턴
Frank Langston is trying every trick in the book to get me out of the Core. He's the crook here.	일라이어스 카트라이트는 모든 수단을 써서 날 코어에서 쫓아내려 해. 사기꾼은 그놈이라고.
Frank Langston's days of desecrating the Hasanov Manor are numbered.	프랭크 랭스턴이 하사노프 저택을 더럽힐 날도 얼마 안 남았어요.
Frank Langston: Assignment	프랭크 랭스턴: 과제
Frank Renick	프랭크 레닉
Frank Renick is the proprietor of Neon Tactical. My primary function is security and protection.	프랭크 레닉은 네온 택티컬의 소유주입니다. 저의 주요 기능은 보안과 경호입니다.
Frank Renick wants retribution for what you did to Styx.	프랭크 레닉은 당신이 스틱스에게 한 짓에 대해 보복하길 원합니다.
Frank Renick's Eyepatch	프랭크 레닉의 안대
Frank Yilmaz	프랭크 일마즈
Frank's just the latest owner of the old Hasanov Manor  - and he's the worst, simply the worst.	프랭크는 옛 하사노프 저택의 새 주인인데... 최악인 놈이죠. 그냥 최악이에요.
Frank, please. Everybody, listen, let's give this a chance, okay? Okay.	프랭크, 제발. 모두들 이 기회를 이용하자고요. 알겠죠? 좋아요.
Frank?	프랭크?
Frankenstein	프랑켄슈타인
Frankie	프랭키
Frankie "Joker" Cassidy	프랭키 "익살꾼" 캐시디
Frankie Dawson	프랭키 도슨
Frankie gave me access to the Seokguh Syndicate's hideout so I can finally go inside.	프랭키가 석가파의 은신처로 들어가는 것을 허락해줘서 드디어 안으로 들어갈 수 있게 되었다.
Frankie wasn't about to let me into the Seokguh Syndicate hideout. I need to find another way to get inside.	프랭키는 석가파의 은신처에 나를 들여줄 생각이 없다. 안으로 들어가려면 다른 방법을 찾아야 한다.
Frankie Yarbrough	프랭키 야브로
Frankie's Grab & Go	프랭키의 그랩 앤 고
Frankie's Grab & Go - General	프랭키의 그랩 앤 고 - 일반
Frankie's Grab & Go is a front for the Seokguh Syndicate?	프랭키의 그랩 앤 고가 석가파를 위한 위장 매장이라고요?
Frankie's Grab + Go	프랭키의 그랩 앤 고
Franklin	프랭클린
Franklin and I see eye-to-eye on very little, but even he appreciates this.	프랭클린과 나의 의견이 일치하는 경우는 매우 드물지만, 고기를 주니 고맙다고는 해주더군.
Franklin Delano Roosevelt	프랭클린 델라노 루스벨트
Franklin had better keep his word. In twenty years I expect the Mission to finally truly start.	프랭클린은 약속을 지켜야 해. 20년 후에는 사명이 진정으로 시작되길 기대하고 있어.
Franklin leads the Pragmatists.	프랭클린은 실용파를 이끌고 있어요.
Franklin may be allied with her, as well. This talk requires your presence.	프랭클린도 아마니레나스와 동맹을 맺었을지도 모르겠군. 이 회담에는 자네가 참석할 필요가 있네.
Franklin Roosevelt's Outfit	프랭클린 루스벨트의 옷
Franklin would know what to do. He's the oldest among us. You should talk with him.	프랭클린이라면 뭘 해야 할지 알 거예요. 우리 중 가장 나이가 많거든요. 프랭클린과 이야기를 나눠보시는 게 좋겠어요.
Franklin! It's so good to be back in Crucible.	프랭클린! 크루시블에 돌아오니 정말 기분 좋네요.
Franklin, I know we have been at odds.	프랭클린, 우리가 대립해 왔다는 건 아네.
Frankly, he's so obsessed with this Dietrich situation, I don't think he's listening to me at all.	솔직히 말해서, 제임스는 디트리히 문제에 너무 집착한 나머지 제 말을 전혀 듣지 않는 것 같아요.
Frankly, I don't know how much longer I can stall.	솔직히, 얼마나 더 시간을 끌 수 있을지 모르겠어요.
Frankly, I don't know if I should be annoyed or concerned.	솔직히 짜증을 내야 할지 걱정을 해야 할지 모르겠군요.
Frankly, I find the whole concept disgusting.	솔직히, 난 이 컨셉 자체가 역겨워.
Frankly, I think that's both highly unlikely and more than a little suspicious.	솔직히, 그건 말이 안 되는 거 같고, 상당히 의심스러운 일이라고 생각하지만 말이지.
Frankly, I'm not worried about you. As long as you play your cards right, it'll stay that way.	솔직히, 자네에 대한 걱정은 없네. 해야 할 일만 제대로 한다면 앞으로도 걱정 없겠지.
Frankly, it ain't going well. Looks to be a stalemate.	솔직히 말해서 좀 어렵지 말입니다. 교착 상태입니다.
Frankly, it's a miracle of the Serpent that they work at all.	솔직히, 센서가 작동하는 것 자체가 위대한 뱀의 기적입니다.
Frankly, it's because we've never gotten this far before.	솔직히 말해서, 우린 여기까지 성공한 적이 없었기 때문이라네.
Frankly, this is the most exciting thing that's happened in years.	솔직히, 이번 일은 요 몇 년 중에서 가장 신나는 일이야.
Frankly, what's the point of grav jumping to new planets if we can't even breathe the air?	아니, 새로운 행성으로 중력 도약을 해 봐야 숨을 쉴 수 있는 대기가 없으면 뭔 의미가 있어?
François Sanon will punished accordingly.	프랑수아 사논은 죄에 상응하는 처벌을 받게 될 겁니다.
Freakin' kiss-ass...	빌어먹을 아첨꾼 자식...
Freakin' weapon flew right off the ship!	이 망할 무장이 함선에서 떨어져나갔어!
Fred's a wise man. I suppose sympathy.	프레드 그 양반 똑똑하네. 내가 필요한 건... 공감이야.
Freddy's Slate	프레디의 슬레이트
Free Erick	에릭을 풀어주기
Free for two hundred years, and this city is the best the Collective can come up with?	독립 이후 벌써 200년이 지났는데, 자유항성 공동체 최고의 도시가 이 정도뿐이란 말이야?
Free grenade!	공짜 수류탄이야!
Free Pass	프리 패스
FREE ship repairs available	무료 함선 수리 제공 중
Free the hostages	인질 풀어주기
Free the remaining hostages	나머지 인질들을 풀어주기
Free to go as far away from here as you like. The further the better, in my book.	자유롭게, 여기서 최대한 멀리 가도 좋아. 내 생각엔 멀리 가면 갈수록 더 좋고.
Freedom means freedom for all. What matters if you don't pass a test?	자유란 것은 모두를 위한 자유일세. 시험을 통과하지 못하면 무슨 의미가 있겠나?
Freedom. The primary human right all others flow from.	자유. 다른 모든 권리는 자유에서 비롯되죠.
Freedom? It's a malfunctioning machine!	자유라고? 저건 고장난 기계일 뿐이야!
Freestar	자유항성 공동체
Freestar Archival Code	자유항성 공동체 기록보관소 코드
Freestar Archival Monitor	자유항성 기록보관소 감시자
Freestar Autobahn I	자유항성 아우토반 I
Freestar Autobahn II	자유항성 아우토반 II
Freestar Autobahn III	자유항성 아우토반 III
Freestar Biometric Key	자유항성 생체인증키
Freestar Captain	자유항성 선장
Freestar Captain's Log 01	자유항성 선장의 일지 01
Freestar Captain's Log 02	자유항성 선장의 일지 02
Freestar Captain's Log 03	자유항성 선장의 일지 03
Freestar Captain's Log 04	자유항성 선장의 일지 04
Freestar Captain's Log 05	자유항성 선장의 일지 05
Freestar Caravan	자유항성 캐러밴
Freestar Caravan II	자유항성 캐러밴 II
Freestar Caravan III	자유항성 캐러밴 III
Freestar Carry-ALL	자유항성 캐리올
Freestar Carry-ALL II	자유항성 캐리올 II
Freestar Carry-ALL III	자유항성 캐리올 III
Freestar Citizen B Cargo	자유항성 민간인 화물선 B
Freestar Citizen C Cargo	자유항성 민간인 화물선 C
Freestar Citizen Cargo A	자유항성 민간인 화물선 A
Freestar Code Machine Key	자유항성 공동체 코드 생성기 열쇠
Freestar Collective	자유항성 공동체
Freestar Collective Cap	자유항성 공동체 모자
Freestar Collective Embassy	자유항성 공동체 대사관
Freestar Collective guard ship engaging suspect.	자유항성 경비 함선은 용의자랑 교전 중이다.
Freestar Collective makes the most sense. They'd be happy to see the UC suffer.	자유항성 공동체가 가장 의심스럽네요. 식민지 연합이 고통받는 꼴을 보면 좋아할 테니까요.
Freestar Collective Observer	자유항성 공동체 감시관
Freestar Collective Quests Completed	완료한 자유항성 공동체 퀘스트의 수
Freestar Collective Security	자유항성 경비대
Freestar Collective Settler	자유항성 공동체 정착민
Freestar Collective ship to unknown vessel, acknowledge.	자유항성 공동체의 함선에서 미확인 함선에 송신. 응답 바랍니다.
Freestar Collective territory. Good place to take a break.	자유항성 공동체의 영토군. 휴식하기에 딱 좋겠어.
Freestar Collective turf, definitely.	틀림없이 자유항성 공동체의 영역이야.
Freestar Collective You	자유항성 공동체의 당신
Freestar Collective You.	자유항성 공동체 너.
Freestar Collective's about. No doubt about it.	자유항성 공동체 영역이야. 틀림없어.
Freestar Collective. Always good to see some friendly faces.	자유항성 공동체야. 우호적인 사람을 만나는 건 언제나 좋지.
Freestar Collective... and UC. Military... and civilians.	자유항성 공동체와... 식민지 연합 모두요. 군인과... 민간인 할 것 없이요.
Freestar Collective? If there's anyone else here, chances are that they'll be friendly.	자유항성 공동체라? 여기에 누군가가 있다면, 우리와 우호적인 사람일 수도 있어.
Freestar controlled, it seems. Good to know.	자유항성 공동체 영역인 것 같네. 다행이야.
Freestar Crew	자유항성 승무원
FreeStar Deputy Badge	자유항성 보안관보 배지
Freestar Diplomat	자유항성 외교관
Freestar Diplomatic Access Card	자유항성 공동체 외교관 출입 카드
Freestar Discovery	자유항성 디스커버리
Freestar Dolphin	자유항성 돌핀
Freestar Dolphin II	자유항성 돌핀 II
Freestar Dustwear	자유항성 더스트웨어
Freestar Embassy	자유항성 대사관
Freestar Embassy Dossier	자유항성 대사관 관련 자료
Freestar Embassy Key	자유항성 공동체 대사관 열쇠
Freestar Embassy Security	자유항성 대사관 경비대원
Freestar everywhere. That's a relief.	자유항성이 어딜 가나 있어. 안심되는데.
Freestar Falcon	자유항성 팔콘
Freestar Falcon II	자유항성 팔콘 II
Freestar Falcon III	자유항성 팔콘 III
Freestar Guard	자유항성 경비대원
Freestar guard ship down!	자유항성 경비함 격추!
Freestar hellhole? You're... you're not talking about Niira, are you?	자유항성 공동체의 지옥 구덩이요? 설마... 설마 니이라를 말하는 건 아니겠죠?
Freestar Kfir	자유항성 크피르
Freestar Kfir II	자유항성 크피르 II
Freestar Kfir III	자유항성 크피르 III
Freestar Kfir IV	자유항성 크피르 IV
Freestar Mako	자유항성 마코
Freestar Mech Factory	자유항성 메크 공장
Freestar Merchant	자유항성 상인
Freestar Militia	자유항성 민병대
Freestar Militia Hat	자유항성 민병대 모자
Freestar Militia Outpost	자유항성 민병대 전초기지
Freestar Militia Uniform	자유항성 민병대 제복
Freestar MULE	자유항성 뮬
Freestar MULE II	자유항성 뮬 II
Freestar MULE III	자유항성 뮬 III
Freestar Mustang	자유항성 머스탱
Freestar Mustang II	자유항성 머스탱 II
Freestar Mustang III	자유항성 머스탱 III
Freestar Narcissus	자유항성 나르키소스
